Name,FIPS,"% Language Spoken at Home | French, Haitian, or Cajun, 2021 [Estimated]"
"Lafayette County, MS",28071,0.1456
"Lafayette County, WI",55065,0.1027
"Lafayette Parish, LA",22055,3.2301
"Lafourche Parish, LA",22057,8.6357
"Lajas Municipio, PR",72079,0
"Lake County, CA",06033,0.2515
"Lake County, CO",08065,0.0383
"Lake County, FL",12069,0.9175
"Lake County, IL",17097,0.3224
"Lake County, IN",18089,0.1969
"Lake County, MI",26085,0.225
"Lake County, MN",27075,0.2904
"Lake County, MT",30047,0.3109
"Lake County, OH",39085,0.1948
"Lake County, OR",41037,0.1351
"Lake County, SD",46079,0
"Lake County, TN",47095,0.0857
"Lake and Peninsula Borough, AK",02164,0
"Lake of the Woods County, MN",27077,0
"Lamar County, AL",01075,0
"Lamar County, GA",13171,0.0897
"Lamar County, MS",28073,0.0336
"Lamar County, TX",48277,0.0672
"Lamb County, TX",48279,0
"Lamoille County, VT",50015,0.727
"Lampasas County, TX",48281,0.3291
"Lancaster County, NE",31109,0.2762
"Lancaster County, PA",42071,0.3144
"Lancaster County, SC",45057,0.3454
"Lancaster County, VA",51103,1.9871
"Lander County, NV",32015,0.9823
"Lane County, KS",20101,0.0708
"Lane County, OR",41039,0.3195
"Langlade County, WI",55067,0.0501
"Lanier County, GA",13173,0
"Lapeer County, MI",26087,0.0108
"Laramie County, WY",56021,0.1803
"Lares Municipio, PR",72081,0
"Larimer County, CO",08069,0.4206
"Larue County, KY",21123,0
"Las Animas County, CO",08071,0
"Las Marías Municipio, PR",72083,0
"Las Piedras Municipio, PR",72085,0
"Lassen County, CA",06035,0.1512
"Latah County, ID",16057,0.197
"Latimer County, OK",40077,0
"Lauderdale County, AL",01077,0.3063
"Lauderdale County, MS",28075,0.2169
"Lauderdale County, TN",47097,0.0759
"Laurel County, KY",21125,0.014
"Laurens County, GA",13175,0.1388
"Laurens County, SC",45059,0.2811
"Lavaca County, TX",48285,0.0994
"Lawrence County, AL",01079,0
"Lawrence County, AR",05075,0.065
"Lawrence County, IL",17101,0.0268
"Lawrence County, IN",18093,0.1163
"Lawrence County, KY",21127,0
"Lawrence County, MO",29109,0.1351
"Lawrence County, MS",28077,0.151
"Lawrence County, OH",39087,0.0375
"Lawrence County, PA",42073,0.1466
"Lawrence County, SD",46081,0.3338
"Lawrence County, TN",47099,0.1638
"Le Flore County, OK",40079,0.0983
"Le Sueur County, MN",27079,0.1087
"Lea County, NM",35025,0.003
"Leake County, MS",28079,0.3737
"Leavenworth County, KS",20103,0.0704
"Lebanon County, PA",42075,0.4294
"Lee County, AL",01081,0.3463
"Lee County, AR",05077,0.1673
"Lee County, FL",12071,2.191
"Lee County, GA",13177,0.0963
"Lee County, IA",19111,0
"Lee County, IL",17103,0.0092
"Lee County, KY",21129,0.048
"Lee County, MS",28081,0.0782
"Lee County, NC",37105,0.1521
"Lee County, SC",45061,0
"Lee County, TX",48287,0.1112
"Lee County, VA",51105,0
"Leelanau County, MI",26089,0.2863
"Leflore County, MS",28083,0
"Lehigh County, PA",42077,0.3236
"Lemhi County, ID",16059,0
"Lenawee County, MI",26091,0.1011
"Lenoir County, NC",37107,0.0703
"Leon County, FL",12073,0.7881
"Leon County, TX",48289,0.0244
"Leslie County, KY",21131,0.1065
"Letcher County, KY",21133,0.0933
"Levy County, FL",12075,0.1014
"Lewis County, ID",16061,0.0549
"Lewis County, KY",21135,0
"Lewis County, MO",29111,0.193
"Lewis County, NY",36049,0.1832
"Lewis County, TN",47101,0.1579
"Lewis County, WA",53041,0.1665
"Lewis County, WV",54041,0
"Lewis and Clark County, MT",30049,0.1847
"Lexington County, SC",45063,0.2369
"Lexington city, VA",51678,0.0561
"Liberty County, FL",12077,0
"Liberty County, GA",13179,0.6629
"Liberty County, MT",30051,0
"Liberty County, TX",48291,0.234
"Licking County, OH",39089,0.4694
"Limestone County, AL",01083,0.318
"Limestone County, TX",48293,0.1001
"Lincoln County, AR",05079,0.1415
"Lincoln County, CO",08073,0
"Lincoln County, GA",13181,0
"Lincoln County, ID",16063,0.0596
"Lincoln County, KS",20105,0
"Lincoln County, KY",21137,0
"Lincoln County, ME",23015,0.6216
"Lincoln County, MN",27081,0
"Lincoln County, MO",29113,0.0689
"Lincoln County, MS",28085,0.0406
"Lincoln County, MT",30053,0.3842
"Lincoln County, NC",37109,0.1701
"Lincoln County, NE",31111,0.109
"Lincoln County, NM",35027,0
"Lincoln County, NV",32017,0.5928
"Lincoln County, OK",40081,0
"Lincoln County, OR",41041,0.4112
"Lincoln County, SD",46083,0.209
"Lincoln County, TN",47103,0
"Lincoln County, WA",53043,0.0198
"Lincoln County, WI",55069,0.0953
"Lincoln County, WV",54043,0.0362
"Lincoln County, WY",56023,0.109
"Lincoln Parish, LA",22061,1.0445
"Linn County, IA",19113,0.6669
"Linn County, KS",20107,0
"Linn County, MO",29115,0
"Linn County, OR",41043,0.1649
"Lipscomb County, TX",48295,0
"Litchfield County, CT",09005,0.6308
"Little River County, AR",05081,0
"Live Oak County, TX",48297,0
"Livingston County, IL",17105,0.0356
"Livingston County, KY",21139,0
"Livingston County, MI",26093,0.1419
"Livingston County, MO",29117,0
"Livingston County, NY",36051,0.3907
"Livingston Parish, LA",22063,0.6674
"Llano County, TX",48299,0
"Logan County, AR",05083,0.099
"Logan County, CO",08075,0.129
"Logan County, IL",17107,0.1972
"Logan County, KS",20109,0
"Logan County, KY",21141,0
"Logan County, ND",38047,0
"Logan County, NE",31113,0
"Logan County, OH",39091,0.0353
"Logan County, OK",40083,0.0201
"Logan County, WV",54045,0.0534
"Long County, GA",13183,0.2941
"Lonoke County, AR",05085,0.0964
"Lorain County, OH",39093,0.1418
"Los Alamos County, NM",35028,0.1174
"Los Angeles County, CA",06037,0.5061
"Loudon County, TN",47105,0.1289
"Loudoun County, VA",51107,0.5831
"Louisa County, IA",19115,0.0951
"Louisa County, VA",51109,0.2603
"Loup County, NE",31115,0
"Love County, OK",40085,0.25
"Loving County, TX",48301,0
"Lowndes County, AL",01085,0
"Lowndes County, GA",13185,0.0629
"Lowndes County, MS",28087,0.129
"Loíza Municipio, PR",72087,0
"Lubbock County, TX",48303,0.253
"Lucas County, IA",19117,0
"Lucas County, OH",39095,0.343
"Luce County, MI",26095,0.3824
"Lumpkin County, GA",13187,0.2455
"Luna County, NM",35029,0
"Lunenburg County, VA",51111,0
"Luquillo Municipio, PR",72089,0
"Luzerne County, PA",42079,0.2858
"Lycoming County, PA",42081,0.2776
"Lyman County, SD",46085,0
"Lynchburg city, VA",51680,0.3334
"Lynn County, TX",48305,0.0364
"Lyon County, IA",19119,0.0183
"Lyon County, KS",20111,0.0795
"Lyon County, KY",21143,0.2034
"Lyon County, MN",27083,0.1791
"Lyon County, NV",32019,0.2845
"Mackinac County, MI",26097,0.2338
"Macomb County, MI",26099,0.2098
"Macon County, AL",01087,0.3708
"Macon County, GA",13193,0
"Macon County, IL",17115,0.1048
"Macon County, MO",29121,0.0141
"Macon County, NC",37113,0.0179
"Macon County, TN",47111,0
"Macoupin County, IL",17117,0.1177
"Madera County, CA",06039,0.071
"Madison County, AL",01089,0.3327
"Madison County, AR",05087,0.1373
"Madison County, FL",12079,0.5948
"Madison County, GA",13195,0.2504
"Madison County, IA",19121,0
"Madison County, ID",16065,0.6322
"Madison County, IL",17119,0.2611
"Madison County, IN",18095,0.2046
"Madison County, KY",21151,0.1875
"Madison County, MO",29123,0.0351
"Madison County, MS",28089,0.2209
"Madison County, MT",30057,0.0606
"Madison County, NC",37115,0.2506
"Madison County, NE",31119,0.0584
"Madison County, NY",36053,0.4153
"Madison County, OH",39097,0.111
"Madison County, TN",47113,0.315
"Madison County, TX",48313,0.0148
"Madison County, VA",51113,0.2058
"Madison Parish, LA",22065,1.2004
"Magoffin County, KY",21153,0
"Mahaska County, IA",19123,0.0341
"Mahnomen County, MN",27087,0.0784
"Mahoning County, OH",39099,0.2109
"Major County, OK",40093,0
"Malheur County, OR",41045,0.0884
"Manassas Park city, VA",51685,1.3851
"Manassas city, VA",51683,0.4436
"Manatee County, FL",12081,1.1512
"Manatí Municipio, PR",72091,0
"Manistee County, MI",26101,0.1107
"Manitowoc County, WI",55071,0.0578
"Marathon County, WI",55073,0.1559
"Marengo County, AL",01091,0.0111
"Maricao Municipio, PR",72093,0
"Maricopa County, AZ",04013,0.3191
"Maries County, MO",29125,0
"Marin County, CA",06041,1.2225
"Marinette County, WI",55075,0.1181
"Marion County, AL",01093,0.0178
"Marion County, AR",05089,0.1207
"Marion County, FL",12083,0.8243
"Marion County, GA",13197,0.0762
"Marion County, IA",19125,0.1882
"Marion County, IL",17121,0.1372
"Marion County, IN",18097,0.5187
"Marion County, KS",20115,0.1967
"Marion County, KY",21155,0.2015
"Marion County, MO",29127,0.0224
"Marion County, MS",28091,0
"Marion County, OH",39101,0.4075
"Marion County, OR",41047,0.2562
"Marion County, SC",45067,0.3341
"Marion County, TN",47115,0.0149
"Marion County, TX",48315,0
"Marion County, WV",54049,0.1227
"Mariposa County, CA",06043,0.3269
"Marlboro County, SC",45069,0.0282
"Marquette County, MI",26103,0.1078
"Marquette County, WI",55077,0.0618
"Marshall County, AL",01095,0.791
"Marshall County, IA",19127,0.3654
"Marshall County, IL",17123,0.0464
"Marshall County, IN",18099,0.0508
"Marshall County, KS",20117,0.0334
"Marshall County, KY",21157,0.1699
"Marshall County, MN",27089,0.4439
"Marshall County, MS",28093,0.0632
"Marshall County, OK",40095,0.0379
"Marshall County, SD",46091,0
"Marshall County, TN",47117,0.0284
"Marshall County, WV",54051,0
"Martin County, FL",12085,0.869
"Martin County, IN",18101,0
"Martin County, KY",21159,0.4118
"Martin County, MN",27091,0.1567
"Martin County, NC",37117,0.0759
"Martin County, TX",48317,0
"Martinsville city, VA",51690,1.3885
"Mason County, IL",17125,0.0709
"Mason County, KY",21161,0
"Mason County, MI",26105,0.1412
"Mason County, TX",48319,0
"Mason County, WA",53045,0.0989
"Mason County, WV",54053,0
"Massac County, IL",17127,0
"Matagorda County, TX",48321,0.0146
"Matanuska-Susitna Borough, AK",02170,0.2267
"Mathews County, VA",51115,1.1013
"Maui County, HI",15009,0.2408
"Maunabo Municipio, PR",72095,0
"Maury County, TN",47119,0.1341
"Maverick County, TX",48323,0
"Mayagüez Municipio, PR",72097,0.0989
"Mayes County, OK",40097,0.0439
"McClain County, OK",40087,0
"McCone County, MT",30055,0
"McCook County, SD",46087,0.1986
"McCormick County, SC",45065,0.4308
"McCracken County, KY",21145,0.0983
"McCreary County, KY",21147,0.394
"McCulloch County, TX",48307,0.2021
"McCurtain County, OK",40089,0.1046
"McDonald County, MO",29119,0.1319
"McDonough County, IL",17109,0.2211
"McDowell County, NC",37111,0.023
"McDowell County, WV",54047,0.1562
"McDuffie County, GA",13189,0
"McHenry County, IL",17111,0.2332
"McHenry County, ND",38049,0
"McIntosh County, GA",13191,0.564
"McIntosh County, ND",38051,0
"McIntosh County, OK",40091,0
"McKean County, PA",42083,0.1578
"McKenzie County, ND",38053,0.33
"McKinley County, NM",35031,0.0842
"McLean County, IL",17113,0.4777
"McLean County, KY",21149,0
"McLean County, ND",38055,0.022
"McLennan County, TX",48309,0.1051
"McLeod County, MN",27085,0.0238
"McMinn County, TN",47107,0
"McMullen County, TX",48311,0.6116
"McNairy County, TN",47109,0.0082
"McPherson County, KS",20113,0.1885
"McPherson County, NE",31117,0.7538
"McPherson County, SD",46089,0
"Meade County, KS",20119,0.1302
"Meade County, KY",21163,0.0265
"Meade County, SD",46093,0.1897
"Meagher County, MT",30059,0
"Mecklenburg County, NC",37119,0.7917
"Mecklenburg County, VA",51117,0.0906
"Mecosta County, MI",26107,0.0705
"Medina County, OH",39103,0.1993
"Medina County, TX",48325,0.0931
"Meeker County, MN",27093,0
"Meigs County, OH",39105,0.023
"Meigs County, TN",47121,0.1467
"Mellette County, SD",46095,0
"Menard County, IL",17129,0
"Menard County, TX",48327,0
"Mendocino County, CA",06045,0.1889
"Menifee County, KY",21165,0
"Menominee County, MI",26109,0.1057
"Menominee County, WI",55078,0.1401
"Merced County, CA",06047,0.0839
"Mercer County, IL",17131,0
"Mercer County, KY",21167,0.1418
"Mercer County, MO",29129,0
"Mercer County, ND",38057,0.4698
"Mercer County, NJ",34021,1.6116
"Mercer County, OH",39107,0.0846
"Mercer County, PA",42085,0.1895
"Mercer County, WV",54055,0.043
"Meriwether County, GA",13199,0.0101
"Merrick County, NE",31121,0.1645
"Merrimack County, NH",33013,1.3518
"Mesa County, CO",08077,0.1148
"Metcalfe County, KY",21169,0
"Miami County, IN",18103,0.2401
"Miami County, KS",20121,0.0251
"Miami County, OH",39109,0.2371
"Miami-Dade County, FL",12086,5.2207
"Middlesex County, CT",09007,0.7981
"Middlesex County, MA",25017,2.2086
"Middlesex County, NJ",34023,0.6031
"Middlesex County, VA",51119,0.4966
"Midland County, MI",26111,0.5159
"Midland County, TX",48329,0.1971
"Mifflin County, PA",42087,0.0324
"Milam County, TX",48331,0.0852
"Millard County, UT",49027,0.0418
"Mille Lacs County, MN",27095,0.1244
"Miller County, AR",05091,0.0951
"Miller County, GA",13201,0
"Miller County, MO",29131,0.3401
"Mills County, IA",19129,0.2452
"Mills County, TX",48333,0.0627
"Milwaukee County, WI",55079,0.3202
"Miner County, SD",46097,0
"Mineral County, CO",08079,0
"Mineral County, MT",30061,0
"Mineral County, NV",32021,0.6679
"Mineral County, WV",54057,0.0823
"Mingo County, WV",54059,0.0362
"Minidoka County, ID",16067,0
"Minnehaha County, SD",46099,0.2428
"Missaukee County, MI",26113,0.0429
"Mississippi County, AR",05093,0.0159
"Mississippi County, MO",29133,0.0859
"Missoula County, MT",30063,0.4828
"Mitchell County, GA",13205,0.2035
"Mitchell County, IA",19131,0.4033
"Mitchell County, KS",20123,0.0882
"Mitchell County, NC",37121,0
"Mitchell County, TX",48335,0
"Mobile County, AL",01097,0.196
"Moca Municipio, PR",72099,0
"Modoc County, CA",06049,0.1804
"Moffat County, CO",08081,0.1878
"Mohave County, AZ",04015,0.1494
"Moniteau County, MO",29135,0.1263
"Monmouth County, NJ",34025,0.8841
"Mono County, CA",06051,1.5908
"Monona County, IA",19133,0.0248
"Monongalia County, WV",54061,0.4834
"Monroe County, AL",01099,0.0254
"Monroe County, AR",05095,0.1103
"Monroe County, FL",12087,0.9831
"Monroe County, GA",13207,0.1275
"Monroe County, IA",19135,0.3712
"Monroe County, IL",17133,0.0432
"Monroe County, IN",18105,0.309
"Monroe County, KY",21171,0.3962
"Monroe County, MI",26115,0.0869
"Monroe County, MO",29137,0.3565
"Monroe County, MS",28095,0
"Monroe County, NY",36055,0.6147
"Monroe County, OH",39111,0.0077
"Monroe County, PA",42089,0.4732
"Monroe County, TN",47123,0.0799
"Monroe County, WI",55081,0.1814
"Monroe County, WV",54063,0
"Montague County, TX",48337,0.0273
"Montcalm County, MI",26117,0.1251
"Monterey County, CA",06053,0.2431
"Montezuma County, CO",08083,0
"Montgomery County, AL",01101,0.1455
"Montgomery County, AR",05097,0.0831
"Montgomery County, GA",13209,0.1507
"Montgomery County, IA",19137,0.2279
"Montgomery County, IL",17135,0
"Montgomery County, IN",18107,0.036
"Montgomery County, KS",20125,0.0403
"Montgomery County, KY",21173,0
"Montgomery County, MD",24031,2.9719
"Montgomery County, MO",29139,0
"Montgomery County, MS",28097,0.0751
"Montgomery County, NC",37123,0.0078
"Montgomery County, NY",36057,0.2287
"Montgomery County, OH",39113,0.2456
"Montgomery County, PA",42091,0.5909
"Montgomery County, TN",47125,0.2389
"Montgomery County, TX",48339,0.2977
"Montgomery County, VA",51121,0.2162
"Montmorency County, MI",26119,0.0339
"Montour County, PA",42093,0.1404
"Montrose County, CO",08085,0.0808
"Moody County, SD",46101,0
"Moore County, NC",37125,0.3501
"Moore County, TN",47127,0
"Moore County, TX",48341,0.0727
"Mora County, NM",35033,0.8403
"Morehouse Parish, LA",22067,0.0086
"Morgan County, AL",01103,0.1746
"Morgan County, CO",08087,0.0265
"Morgan County, GA",13211,0.1417
"Morgan County, IL",17137,0.5999
"Morgan County, IN",18109,0.0272
"Morgan County, KY",21175,0
"Morgan County, MO",29141,0.0582
"Morgan County, OH",39115,0.1375
"Morgan County, TN",47129,0.0098
"Morgan County, UT",49029,0.8141
"Morgan County, WV",54065,0.2937
"Morovis Municipio, PR",72101,0
"Morrill County, NE",31123,0
"Morris County, KS",20127,0.0389
"Morris County, NJ",34027,0.4059
"Morris County, TX",48343,0.2338
"Morrison County, MN",27097,0.0641
"Morrow County, OH",39117,0.0934
"Morrow County, OR",41049,0
"Morton County, KS",20129,0
"Morton County, ND",38059,0
"Motley County, TX",48345,0
"Moultrie County, IL",17139,0
"Mountrail County, ND",38061,0.0604
"Mower County, MN",27099,0.016
"Muhlenberg County, KY",21177,0.3709
"Multnomah County, OR",41051,0.4524
"Murray County, GA",13213,0
"Murray County, MN",27101,0.0129
"Murray County, OK",40099,0.0608
"Muscatine County, IA",19139,0.3625
"Muscogee County, GA",13215,0.2724
"Muskegon County, MI",26121,0.1441
"Muskingum County, OH",39119,0.1458
"Muskogee County, OK",40101,0.1762
"Musselshell County, MT",30065,0.391
"Nacogdoches County, TX",48347,0.0751
"Naguabo Municipio, PR",72103,0
"Nance County, NE",31125,0
"Nantucket County, MA",25019,0.3434
"Napa County, CA",06055,0.5739
"Naranjito Municipio, PR",72105,0
"Nash County, NC",37127,0.0848
"Nassau County, FL",12089,0.5558
"Nassau County, NY",36059,1.9404
"Natchitoches Parish, LA",22069,0.3845
"Natrona County, WY",56025,0.3667
"Navajo County, AZ",04017,0.091
"Navarro County, TX",48349,0.0504
"Nelson County, KY",21179,0.0667
"Nelson County, ND",38063,0
"Nelson County, VA",51125,0.3033
"Nemaha County, KS",20131,0.0967
"Nemaha County, NE",31127,0
"Neosho County, KS",20133,0.1146
"Neshoba County, MS",28099,0.0256
"Ness County, KS",20135,0
"Nevada County, AR",05099,0
"Nevada County, CA",06057,0.5971
"New Castle County, DE",10003,0.5205
"New Hanover County, NC",37129,0.3879
"New Haven County, CT",09009,0.882
"New Kent County, VA",51127,0.2846
"New London County, CT",09011,1.3429
"New Madrid County, MO",29143,0
"New York County, NY",36061,2.3573
"Newaygo County, MI",26123,0.254
"Newberry County, SC",45071,0.4685
"Newport County, RI",44005,1.1829
"Newport News city, VA",51700,0.8843
"Newton County, AR",05101,0.2183
"Newton County, GA",13217,0.6977
"Newton County, IN",18111,0.0076
"Newton County, MO",29145,0.0425
"Newton County, MS",28101,0
"Newton County, TX",48351,0.2922
"Nez Perce County, ID",16069,0.3682
"Niagara County, NY",36063,0.231
"Nicholas County, KY",21181,0
"Nicholas County, WV",54067,0.1107
"Nicollet County, MN",27103,0.1326
"Niobrara County, WY",56027,0
"Noble County, IN",18113,0.0926
"Noble County, OH",39121,0.0073
"Noble County, OK",40103,0.0474
"Nobles County, MN",27105,0.0399
"Nodaway County, MO",29147,0
"Nolan County, TX",48353,0.2407
"Nome Census Area, AK",02180,0.2083
"Norfolk County, MA",25021,2.6728
"Norfolk city, VA",51710,0.8034
"Norman County, MN",27107,0
"North Slope Borough, AK",02185,1.1367
"Northampton County, NC",37131,0.0268
"Northampton County, PA",42095,0.4698
"Northampton County, VA",51131,0.1254
"Northumberland County, PA",42097,0.2452
"Northumberland County, VA",51133,0.7991
"Northwest Arctic Borough, AK",02188,0.2601
"Norton County, KS",20137,0
"Norton city, VA",51720,0
"Nottoway County, VA",51135,0
"Nowata County, OK",40105,0
"Noxubee County, MS",28103,0
"Nuckolls County, NE",31129,0.0254
"Nueces County, TX",48355,0.149
"Nye County, NV",32023,0.1047
"O'Brien County, IA",19141,0.156
"Oakland County, MI",26125,0.4522
"Obion County, TN",47131,0.1452
"Ocean County, NJ",34029,0.3532
"Oceana County, MI",26127,0.0397
"Ochiltree County, TX",48357,0
"Oconee County, GA",13219,0.3739
"Oconee County, SC",45073,0.0214
"Oconto County, WI",55083,0.223
"Ogemaw County, MI",26129,0.2023
"Oglala Lakota County, SD",46102,0.5756
"Ogle County, IL",17141,0.1663
"Oglethorpe County, GA",13221,0.0212
"Ohio County, IN",18115,0
"Ohio County, KY",21183,0.0923
"Ohio County, WV",54069,0.2163
"Okaloosa County, FL",12091,0.5263
"Okanogan County, WA",53047,0.134
"Okeechobee County, FL",12093,0.4134
"Okfuskee County, OK",40107,0.1671
"Oklahoma County, OK",40109,0.2726
"Okmulgee County, OK",40111,0.1749
"Oktibbeha County, MS",28105,0.0847
"Oldham County, KY",21185,0.0938
"Oldham County, TX",48359,0
"Oliver County, ND",38065,0
"Olmsted County, MN",27109,0.1607
"Oneida County, ID",16071,0
"Oneida County, NY",36065,0.4217
"Oneida County, WI",55085,0.1697
"Onondaga County, NY",36067,0.5995
"Onslow County, NC",37133,0.4143
"Ontario County, NY",36069,0.4645
"Ontonagon County, MI",26131,0.1447
"Orange County, CA",06059,0.369
"Orange County, FL",12095,3.9824
"Orange County, IN",18117,0.1369
"Orange County, NC",37135,1.0829
"Orange County, NY",36071,0.7868
"Orange County, TX",48361,0.7496
"Orange County, VA",51137,0.3206
"Orange County, VT",50017,1.162
"Orangeburg County, SC",45075,0.0781
"Oregon County, MO",29149,0.1632
"Orleans County, NY",36073,0.1731
"Orleans County, VT",50019,4.2136
"Orleans Parish, LA",22071,0.951
"Orocovis Municipio, PR",72107,0
"Osage County, KS",20139,0.0672
"Osage County, MO",29151,0.1651
"Osage County, OK",40113,0.1014
"Osborne County, KS",20141,0
"Osceola County, FL",12097,2.6359
"Osceola County, IA",19143,0
"Osceola County, MI",26133,0.3583
"Oscoda County, MI",26135,0.1303
"Oswego County, NY",36075,0.3606
"Otero County, CO",08089,0.0996
"Otero County, NM",35035,0.3255
"Otoe County, NE",31131,0.0135
"Otsego County, MI",26137,0.0299
"Otsego County, NY",36077,0.3933
"Ottawa County, KS",20143,0.2383
"Ottawa County, MI",26139,0.1091
"Ottawa County, OH",39123,0.0854
"Ottawa County, OK",40115,0.0518
"Otter Tail County, MN",27111,0.089
"Ouachita County, AR",05103,0.2688
"Ouachita Parish, LA",22073,0.2533
"Ouray County, CO",08091,2.0811
"Outagamie County, WI",55087,0.1125
"Overton County, TN",47133,0
"Owen County, IN",18119,0.0513
"Owen County, KY",21187,0
"Owsley County, KY",21189,0
"Owyhee County, ID",16073,0.0831
"Oxford County, ME",23017,1.9167
"Ozark County, MO",29153,0
"Ozaukee County, WI",55089,0.3059
"Pacific County, WA",53049,0.1414
"Page County, IA",19145,0
"Page County, VA",51139,0.3887
"Palm Beach County, FL",12099,6.8746
"Palo Alto County, IA",19147,1.5776
"Palo Pinto County, TX",48363,0.0147
"Pamlico County, NC",37137,0.6169
"Panola County, MS",28107,0
"Panola County, TX",48365,0.4333
"Park County, CO",08093,0
"Park County, MT",30067,0.0566
"Park County, WY",56029,0.342
"Parke County, IN",18121,1.0126
"Parker County, TX",48367,0.1878
"Parmer County, TX",48369,0.2473
"Pasco County, FL",12101,0.7986
"Pasquotank County, NC",37139,0.3089
"Passaic County, NJ",34031,0.3359
"Patillas Municipio, PR",72109,0
"Patrick County, VA",51141,0.1564
"Paulding County, GA",13223,0.5053
"Paulding County, OH",39125,0
"Pawnee County, KS",20145,0.194
"Pawnee County, NE",31133,0
"Pawnee County, OK",40117,0.0194
"Payette County, ID",16075,0.0273
"Payne County, OK",40119,0.1103
"Peach County, GA",13225,0.1593
"Pearl River County, MS",28109,0.0555
"Pecos County, TX",48371,0.1888
"Pembina County, ND",38067,0.0621
"Pemiscot County, MO",29155,0.0536
"Pend Oreille County, WA",53051,0
"Pender County, NC",37141,0.1402
"Pendleton County, KY",21191,0
"Pendleton County, WV",54071,0.2016
"Pennington County, MN",27113,0.2483
"Pennington County, SD",46103,0.1516
"Penobscot County, ME",23019,1.2513
"Peoria County, IL",17143,0.4459
"Pepin County, WI",55091,0
"Perkins County, NE",31135,0.3352
"Perkins County, SD",46105,0
"Perquimans County, NC",37143,0.1013
"Perry County, AL",01105,0.1292
"Perry County, AR",05105,0
"Perry County, IL",17145,0.5292
"Perry County, IN",18123,0
"Perry County, KY",21193,0.2025
"Perry County, MO",29157,0
"Perry County, MS",28111,0
"Perry County, OH",39127,0.0118
"Perry County, PA",42099,0.227
"Perry County, TN",47135,0
"Pershing County, NV",32027,0.8206
"Person County, NC",37145,0.2148
"Petersburg Borough, AK",02195,0.0643
"Petersburg city, VA",51730,0.0893
"Petroleum County, MT",30069,0
"Pettis County, MO",29159,0.1212
"Peñuelas Municipio, PR",72111,0
"Phelps County, MO",29161,0.2664
"Phelps County, NE",31137,0.1871
"Philadelphia County, PA",42101,1.5964
"Phillips County, AR",05107,0
"Phillips County, CO",08095,0.0511
"Phillips County, KS",20147,0.1204
"Phillips County, MT",30071,0
"Piatt County, IL",17147,0.614
"Pickaway County, OH",39129,0.038
"Pickens County, AL",01107,0.0513
"Pickens County, GA",13227,0.0426
"Pickens County, SC",45077,0.1273
"Pickett County, TN",47137,0
"Pierce County, GA",13229,0.0055
"Pierce County, ND",38069,0.1077
"Pierce County, NE",31139,0
"Pierce County, WA",53053,0.3467
"Pierce County, WI",55093,0.1084
"Pike County, AL",01109,0.6568
"Pike County, AR",05109,0
"Pike County, GA",13231,0
"Pike County, IL",17149,0.1596
"Pike County, IN",18125,0.1128
"Pike County, KY",21195,0.022
"Pike County, MO",29163,0
"Pike County, MS",28113,0.5341
"Pike County, OH",39131,0.122
"Pike County, PA",42103,0.5977
"Pima County, AZ",04019,0.3583
"Pinal County, AZ",04021,0.2751
"Pine County, MN",27115,0.1112
"Pinellas County, FL",12103,0.8476
"Pipestone County, MN",27117,0
"Piscataquis County, ME",23021,1.1087
"Pitkin County, CO",08097,3.6922
"Pitt County, NC",37147,0.2319
"Pittsburg County, OK",40121,0.0799
"Pittsylvania County, VA",51143,0.4784
"Piute County, UT",49031,0
"Placer County, CA",06061,0.3934
"Plaquemines Parish, LA",22075,2.4706
"Platte County, MO",29165,0.2043
"Platte County, NE",31141,0
"Platte County, WY",56031,0.3684
"Pleasants County, WV",54073,0.4257
"Plumas County, CA",06063,0.6093
"Plymouth County, IA",19149,0
"Plymouth County, MA",25023,5.866
"Pocahontas County, IA",19151,0.3026
"Pocahontas County, WV",54075,0
"Poinsett County, AR",05111,0.2919
"Pointe Coupee Parish, LA",22077,2.1441
"Polk County, AR",05113,0.2237
"Polk County, FL",12105,1.9337
"Polk County, GA",13233,0.1143
"Polk County, IA",19153,0.4289
"Polk County, MN",27119,0.082
"Polk County, MO",29167,0.1062
"Polk County, NC",37149,0.4989
"Polk County, NE",31143,0.5445
"Polk County, OR",41053,0.1691
"Polk County, TN",47139,0.112
"Polk County, TX",48373,0.1602
"Polk County, WI",55095,0.0509
"Ponce Municipio, PR",72113,0.0587
"Pondera County, MT",30073,0
"Pontotoc County, MS",28115,0.1038
"Pontotoc County, OK",40123,0.1858
"Pope County, AR",05115,0
"Pope County, IL",17151,0.3235
"Pope County, MN",27121,0.0765
"Poquoson city, VA",51735,1.1704
"Portage County, OH",39133,0.126
"Portage County, WI",55097,0.0981
"Porter County, IN",18127,0.0355
"Portsmouth city, VA",51740,0.1566
"Posey County, IN",18129,0.0041
"Pottawatomie County, KS",20149,0.4869
"Pottawatomie County, OK",40125,0.0599
"Pottawattamie County, IA",19155,0.1398
"Potter County, PA",42105,0.1404
"Potter County, SD",46107,0
"Potter County, TX",48375,0.0795
"Powder River County, MT",30075,0
"Powell County, KY",21197,0.0175
"Powell County, MT",30077,0.0459
"Power County, ID",16077,0
"Poweshiek County, IA",19157,0.2584
"Powhatan County, VA",51145,0.5089
"Prairie County, AR",05117,0.2488
"Prairie County, MT",30079,0
"Pratt County, KS",20151,0
"Preble County, OH",39135,0.4703
"Prentiss County, MS",28117,0
